school_id,project_name,school_name,amount,masterlist_status,region,division,legislative_district,ownership_type_preloaded,ownership_type_confirmed,accessibility_rating,buildable_space_dimensions,has_buildable_space
104668,"Construction of School Building in Paraiso Elementary School, Brgy. Paraiso, Orani, Bataan (2STY4CL)",Paraiso ES,15000000,Found in masterlist,Region III,Bataan,Bataan 1st,DOS,Deed of Sale (DOS),3- Accessible,NULL,YES
158004,"Construction of School Building in Bangkal Resettlement Elementary School, Brgy. Tipo, Hermosa, Bataan (2STY4CL)",Bangkal Resettlement ES,15000000,Found in masterlist,Region III,Bataan,Bataan 1st,PP,Presidential  Proclamation (PP),3- Accessible,NULL,YES
104677,"Construction of two(2) Storey Four(4) Classroom School Building, Camachile ES, Brgy Camachile, Orion, Bataan",Camachile ES,15000000,Found in masterlist,Region III,Bataan,Bataan 2nd,TCT / OCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
104655,"Construction of new One (1) Unit - Two (2) Storey - Four (4) Classroom School Building at  Nagbalayong ES, Brgy. Nagbalayong, Morong, Bataan",Nagbalayong ES,15000000,Found in masterlist,Region III,Bataan,Bataan 3rd,TCT / OCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
104550,"Construction of new One (1) Unit - Two (2) Storey - Four (4) Classroom School Building at Saysain ES, Brgy. Saysain, Bagac, Bataan",Saysain ES,15000000,Found in masterlist,Region III,Bataan,Bataan 3rd,SP,Special Patent (SP),3- Accessible,10 X 25,YES
501658,"Construction of 2-Storey, 4-Classroom School Building, Maybubon Integrated School, Guimba, Nueva Ecija",Maybubon Integrated School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),3- Accessible,27x7,YES
300809,"Construction of 2-Storey, 4-Classroom School Building, Bartolome Sangalang National High School, Guimba, Nueva Ecija",Bartolome Sangalang National High School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Deed of Donation (DOD),3- Accessible,41x 7,YES
105423,"Construction of 2-Storey, 4-Classroom School Building, Narvacan II Elementary School, Guimba, Nueva Ecija",Narvacan II Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,TD,Tax Declaration (TD),4- Highly Accessible,35 x 7,YES
501820,"Construction of 2-Storey, 4-Classroom School Building, San Alejandro Integrated School, Quezon, Nueva Ecija",San Alejandro Integrated School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,USUFRUCT,3- Accessible,18X24,YES
300850,"Construction of 2-Storey, 4-Classroom School Building, San Ricardo National High School, Talavera, Nueva Ecija",San Ricardo National High School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOS,Tax Declaration (TD),3- Accessible,22x7,YES
300871,"Construction of 2-Storey, 4-Classroom School Building, Zaragoza National High School, Zaragoza, Nueva Ecija",Zaragoza National High School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,90 x 15,YES
105488,"Construction of 2-Storey, 4-Classroom School Building, Villarosa Elementary School, Licab, Nueva Ecija",Villarosa Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Original Certificate of Title (OCT),3- Accessible,18x7,YES
105805,"Construction of 2-Storey, 4-Classroom School Building, Tagaytay Elementary School, Talavera, Nueva Ecija",Tagaytay Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,TD,Deed of Donation (DOD),4- Highly Accessible,24x7,YES
105258,"Construction of 2-Storey, 4-Classroom School Building, Bibiclat Elementary School, Cuyapo, Nueva Ecija",Bibiclat Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,40 X 9,YES
105779,"Construction of 2-Storey, 4-Classroom School Building, Malayantoc Elementary School, Sto. Domingo, Nueva Ecija",Malayantoc Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,32x6,YES
105270,"Construction of 2-Storey, 4-Classroom School Building, Democrito M. Jose Elementary School, Cuyapo, Nueva Ecija",Democrito M. Jose Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),3- Accessible,42.3 x 34.6,YES
104793,"Construction of 2-Storey, 4-Classroom School Building, Sto. Rosario Elementary School, Sto. Domingo, Nueva Ecija",S.S. Del Rosario ES,15000000,Found in masterlist,Region III,Bulacan,Bulacan 2nd,NULL,Deed of Donation (DOD),4- Highly Accessible,25 x 12,YES
105858,"Construction of 2-Storey, 4-Classroom School Building, F.B. Mesina Elementary School, Zaragoza, Nueva Ecija",F.B. Mesina Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,WITH ADVERSE CLAIMS,Deed of Donation (DOD),3- Accessible,36x9,YES
105415,"Construction of 2-Storey, 4-Classroom School Building, Guimba West Central School, Guimba, Nueva Ecija",Guimba West Central School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,TD,Deed of Donation (DOD),3- Accessible,27 x 21,YES
105388,"Construction of 2-Storey, 4-Classroom School Building, Guiset Elementary School, Guimba, Nueva Ecija",Guiset Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,TD,Tax Declaration (TD),4- Highly Accessible,24 X 15,YES
105418,"Construction of 2-Storey, 4-Classroom School Building, Macatcatuit Elementary School, Guimba, Nueva Ecija",Macacatuit Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Deed of Donation (DOD),3- Accessible,18 X 14,YES
300855,"Construction of 2-Storey, 4-Classroom School Building, Sta. Maria National High School, Licab, Nueva Ecija",Sta. Maria National High School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,SP,Original Certificate of Title (OCT),3- Accessible,41 x 13,YES
300864,"Construction of 2-Storey, 4-Classroom School Building, Talavera National High School, Talavera, Nueva Ecija",Talavera National High School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,NULL,YES
105570,"Construction of 2-Storey, 4-Classroom School Building, Medico Elementary School, Nampicuan, Nueva Ecija",Medico Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),3- Accessible,37 x 10,YES
105282,"Construction of 2-Storey, 4-Classroom School Building, Nagmisahan Elementary School, Cuyapo, Nueva Ecija",Nagmisahan Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),3- Accessible,27x9,YES
300805,"Construction of 2-Storey 4 Classroom School Building in Gabaldon Vocational Agriculture High School, Pantoc, Gabaldon, Nueva Ecija",Gabaldon Vocational Agriculture High School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 3rd,DOD,Transfer Certificate of Title (TCT),4- Highly Accessible,22x7,YES
105586,"Construction of 2-Storey 4 Classrooms School Building in Manggahan Elementary School, Mapait, Palayan, Nueva Ecija",Manggahan Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 3rd,NULL,Tax Declaration (TD),4- Highly Accessible,20m x 7m,YES
105196,"Construction of 2-Storey 4 Classrooms School Building in Bantug Elementary School, Bantug, Bongabon, Nueva Ecija",Bantug Elementary School,15000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 3rd,NULL,Tax Declaration (TD),4- Highly Accessible,15x10,YES
107093,"Construction of 2-Storey 4 Classrooms School Building in Bagong Buhay Elementary School, Bagong Buhay, Cabanatuan, Nueva Ecija",Bagong Buhay ES,15000000,Found in masterlist,Region III,Cabanatuan City,Nueva Ecija 3rd,DOD,Deed of Donation (DOD),4- Highly Accessible,42x14,YES
300893,DIOSDADO MACAPAGAL MEMORIAL HIGH SCHOOL,DIOSDADO MACAPAGAL MEMORIAL HIGH SCHOOL,15000000,Found in masterlist,Region III,Pampanga,Pampanga 2nd,NULL,MOA,4- Highly Accessible,40 X 12,YES
302115,"Construction of 2 storey, 4 classrooms school building, Baleno National High School, Poblacion, Baleno, Masbate",Baleno National High School,15000000,Found in masterlist,Region V,Masbate,Masbate 2nd,DOD,Deed of Donation (DOD),3- Accessible,37 x 8.5,YES
302121,"Construction of Two Storey- Four Classroom Academic Building, Buenavista National High School (302121), Brgy. Buenavista, Uson,
Masbate",Buenavista National High School,15000000,Found in masterlist,Region V,Masbate,Masbate 3rd,DOD,Deed of Donation (DOD),3- Accessible,12 x 32 and 10 x 22,YES
502588,"Construction of 2STY -4CL, Pawik Integrated School, Brgy. Pawik, Magallanes, Sorsogon",Pawik Integrated School,15000000,Found in masterlist,Region V,Sorsogon,Sorsogon 1st,NULL,Tax Declaration (TD),3- Accessible,28 X 11,YES
302226,"Construction of 2STY -4CL, Mayon National High School, Brgy. Mayon, Castilla, Sorsogon",Mayon National High School,15000000,Found in masterlist,Region V,Sorsogon,Sorsogon 1st,DOD,Transfer Certificate of Title (TCT),4- Highly Accessible,28 X 11,YES
114739,"Construction of 2 Storey - 4 Classroom School Building in Naligusan Elementary School, Brgy. Naligusan, Ibajay, Aklan",Naligusan Elementary School,15000000,Found in masterlist,Region VI,Aklan,Aklan 2nd,SP,Original Certificate of Title (OCT),4- Highly Accessible,40 x 13,YES
137024,"Construction of 2 Storey - 4 Classroom School Building in Yugot Elementary School, Brgy. Yugot, Mina, Iloilo",Yugot Elementary School,15000000,Found in masterlist,Region VI,Iloilo,Iloilo 3rd,NULL,Deed of Donation (DOD),3- Accessible,15 x 23,YES
120398,"Construction of 2 Storey, 4CL School Building in Sacsac Elementary School",Sacsac ES,15000000,Found in masterlist,NIR,Negros Oriental,Negros Oriental 1st,NULL,Contract of Usufruct,3- Accessible,35 x 12,YES
306350,"Construction of 2 Storey, 4CL School Building in Ninoy Aquino National High School",Ninoy Aquino National High School,15000000,Found in masterlist,NIR,Canlaon City,Negros Oriental 1st,Deed of Donation,Deed of Donation,3- Accessible,64m x 22m,YES
120328,"Construction of 2 Storey, 4CL School Building in Nasunggan Elementary School",Nasunggan ES,15000000,Found in masterlist,NIR,Negros Oriental,Negros Oriental 1st,TD,Tax Declaration (TD),3- Accessible,27 x 12,YES
303294,"Construction of 2-Storey 4-Classroom School Building in Kinamandagan High School, Kinamandagan, Lazi, Siquijor",Kinamandagan High School,15000000,Found in masterlist,NIR,Siquijor,Siquijor Lone,SP,Special Patent (SP),3- Accessible,12 x 23,YES
120700,"Construction of 2-Storey 4-Classroom School Building in Ibabao Elementary School, Ibabao, Siquijor, Siquijor",Ibabao Elementary School,15000000,Found in masterlist,NIR,Siquijor,Siquijor Lone,TD,Tax Declaration (TD),3- Accessible,13 x 19,YES
303443,"Construction of 2 Storey - 4 Classroom School Building in Waterloo National High School, Barangay Waterloo, Matalom, Leyte",Waterloo National High school,15000000,Found in masterlist,Region VIII,Leyte,Leyte 5th,NULL,Tax Declaration (TD),3- Accessible,23 X 12,YES
500578,"Construction 2 Storey of 4 Classroom School Building at Agsam Elementary School, Agsam, Lanuza, Surigao del Sur",Agsam Integrated School,15000000,Found in masterlist,CARAGA,Surigao del Sur,Surigao Del Sur 1st,SP,Original Certificate of Title (OCT),4- Highly Accessible,9.50m x 23.0m,YES
114261,"Construction of 2-storey, 4CL School Building in Guruyan National High School, Brgy. Guruyan, Juban, Sorsogon",Guruyan ES,14750000,Found in masterlist,Region V,Sorsogon,Sorsogon 2nd,NULL,Tax Declaration (TD),4- Highly Accessible,23 X 11,YES
135141,"Construction of 2-Storey, 4-Classroom School Building, Pidigan Central School, Pidigan, Abra ",Pidigan CS,14500000,Found in masterlist,CAR,Abra,Abra Lone,Special Patent (SP),Special Patent (SP),3- Accessible,NULL,YES
134984,"Construction of 2-Storey, 4-Classroom School Building, San Antonio Elementary School, Bangued, Abra ",San Antonio ES,14500000,Found in masterlist,CAR,Abra,Abra Lone,Special Patent (SP),Special Patent (SP),4- Highly Accessible,NULL,YES
135010,"Construction of 2-Storey, 4-Classroom School Building, Tabiog Elementary School, Bucay, Abra ",Tabiog ES,14500000,Found in masterlist,CAR,Abra,Abra Lone,Special Patent (SP),Special Patent (SP),3- Accessible,NULL,YES
115860,"Construction of 1 Storey 4 Classroom School Building, Alaguisoc Elementary School",Alaguisoc Elementary School,14250000,Found in masterlist,Region VI,Guimaras,Guimaras Lone,SP,Special Patent (SP),4- Highly Accessible,50x15,YES
100448,"Construction of 2 Stry-4 cl Sto Tomas Elementary School, Candon City, Ilocos Sur",Sto. Tomas Elementary School,14000000,Found in masterlist,Region I,Candon City,Ilocos Sur 2nd,DOD,Deed of Donation (DOD),4- Highly Accessible,25x15,YES
103635,Construction of School Building at Matusalem Elementary School  (School ID 103635),Matusalem Elementary School,14000000,Found in masterlist,Region II,Isabela,Isabela 5th,DOD,Tax Declaration (TD),4- Highly Accessible,NULL,YES
104698,"Construction of two (2) storey four (4) classroom School Building, Sta Rosa ES, Brgy Sta Rosa, Pilar, Bataan",Sta. Rosa ES,14000000,Found in masterlist,Region III,Bataan,Bataan 2nd,TCT / OCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
109042,"Construction of 2 Storey 4 Classroom School Building, Panukulan Central School, Brgy. Poblacion, Panukulan, Quezon",Panukulan CS,14000000,Found in masterlist,Region IV-A,Quezon,Quezon 1st,TCT / OCT,Special Patent (SP),3- Accessible,252 sqm,YES
301820,"V. BAGASINA SR. MEMORIAL HIGH SCHOOL, BRGY. HIMAAO , PILI, CAMARINES SUR (2 storey, 4 classrooms) ",Deogracias P. Princesa Memorial High School,14000000,Found in masterlist,Region V,Ligao City,Albay 3rd,TCT / OCT,Transfer Certificate of Title (TCT),3- Accessible,36 x 15,YES
302217,"Construction of 2STY-4CL, Lungib National High School, Pilar, Sorsogon",Lungib National High School,14000000,Found in masterlist,Region V,Sorsogon,Sorsogon 1st,DOD,Deed of Donation (DOD),3- Accessible,28 X 11,YES
120025,"Construction of 2STY4CL in Aurelio Ibero MES (Jugno Elementary School), Amlan, Negros Oriental",Aurelio Ibero MES (Jugno ES),14000000,Found in masterlist,NIR,Negros Oriental,Negros Oriental 2nd,NULL,Deed of Donation (DOD),4- Highly Accessible,27 x 12,YES
120460,"Construction of School Building in Giligaon Elementary School, Brgy. Giligaon, Siaton, Negros Oriental ",Giligaon ES,14000000,Found in masterlist,NIR,Negros Oriental,Negros Oriental 3rd,NULL,Contract of Usufruct,4- Highly Accessible,27 x 12,YES
120469,"Construction of School Building in Mantuyop Elementary School, Brgy. Mantuyop, Siaton, Negros Oriental ",Mantuyop Elementary School,14000000,Found in masterlist,NIR,Negros Oriental,Negros Oriental 3rd,NULL,Contract of Usufruct,4- Highly Accessible,27 x 12,YES
123417,2STY4CL Pangdan Elementary School CITY OF CATBALOGAN (Capital) Western Samar 2Nd ,Pangdan Elementary School,14000000,Found in masterlist,Region VIII,Catbalogan City,Western Samar 2nd,DOD,Deed of Donation (DOD),4- Highly Accessible,20 X 30,YES
303682,"Construction of 2 Storey - 4 Classroom School Building in Dohinob National High School, Brgy. Dohinob, Pres. Manuel Roxas, Zamboanga del Norte",Dohinob National High School,14000000,Found in masterlist,Region IX,Zamboanga del Norte,Zamboanga Del Norte 2nd,SP,Special Patent (SP),4- Highly Accessible,"55 x 18/ 
30 x 18",YES
126923,"Construction of Phase 1 of Two Storey, 6 Classroom School Building in Yumbing Elementary School, Barangay Yumbing, Municipality of Mambajao, Camiguin ",Yumbing ES,14000000,Found in masterlist,Region X,Camiguin,Camiguin Lone,SP,Special Patent (SP),4- Highly Accessible,45x9.5,YES
127559,"Construction of School Building, Basirang Elementary School  (1STY 4CL), Brgy. Basirang, Tudela, Misamis Occidental",Basirang ES,14000000,Found in masterlist,Region X,Misamis Occidental,Misamis Occidental 2nd,NULL,Tax Declaration (TD),3- Accessible,10X20,YES
501956,"San Miguel Integrated School, Construction of One (1) Storey Four (4) Classroom, Brgy. San Miguel, Caraga, Davao Oriental ",San Miguel Integrated School,14000000,Found in masterlist,Region XI,Davao Oriental,Davao Oriental 1st,NULL,TD,4- Highly Accessible,36 x 9.5,YES
501958,"Baugo Integrated School, Construction of One (1) Storey Four (4) Classroom, Brgy. San Antonio, Caraga, Davao Oriental ",Baugo Integrated School,14000000,Found in masterlist,Region XI,Davao Oriental,Davao Oriental 1st,NULL,TAX DECLARATION,4- Highly Accessible,36 x 9.5,YES
131403,"Construction of 2STY 4CL School Building, Crossing Diaz Elementary School, Brgy. Sta. Cruz, Koronadal City, South Cotabato",Crossing Diaz ES,14000000,Found in masterlist,Region XII,Koronadal City,South Cotabato 2nd,DOD,Deed of Donation (DOD),4- Highly Accessible,43 x 18,YES
103133,"Construction of school building, Masigun Elementary School",Masigun Elementary School,13750000,Found in masterlist,Region II,Isabela,Isabela 5th,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,25 X 15,YES
