school_id,project_name,school_name,amount,masterlist_status,region,division,legislative_district,ownership_type_preloaded,ownership_type_confirmed,accessibility_rating,buildable_space_dimensions,has_buildable_space
105180,"Construction of 2STY4CL School Building, Gaudencio Medina Pantoc Elementary School, Barangay Pantoc, Aliaga, Nueva Ecija",Gaudencio Medina Pantoc Elementary School,18000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),3- Accessible,97 x 20,YES
106094,"Construction of school building in San Gabriel Elementary School, Brgy. San Gabriel, Macabebe, Pampanga ",San Gabriel ES,18000000,Found in masterlist,Region III,Pampanga,Pampanga 4th,SP,Special Patent (SP),4- Highly Accessible,25 X 12,YES
106617,"Construction of 2-Storey, 6-Classroom Building in Cat-Nag Elementary School, Barangay Catagudingan, Municipality of San Clemente, Province of Tarlac",Cat-Nag ES,18000000,Found in masterlist,Region III,Tarlac,Tarlac 1st,NULL,Deed of Donation,4- Highly Accessible,21 x 6,YES
106772,Construction of Two (2) Storey Six (6) Classroom School Building at Tarlac West Central Elementary School (School ID 106772),Tarlac West Central ES,18000000,Found in masterlist,Region III,Tarlac City,Tarlac 2nd,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,65 x 13,YES
302524,"Construction of 1 Storey - 3 Classroom School Building in Maasin National Comprehensive High School, Barangay Maasin, Munipality of Maasin, Iloilo",Maasin National Comprehensive High School,18000000,Found in masterlist,Region VI,Iloilo,Iloilo 3rd,DOD,Deed of Donation (DOD),4- Highly Accessible,15x46,YES
302520,"Construction of 1 Storey, 5 Classroom Building, Leganes National High School, Leganes, Iloilo",Leganes National High School,18000000,Found in masterlist,Region VI,Iloilo,Iloilo 2nd,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,15x46,YES
124844,"Construction of 2 Storey - 8 Classroom School Building in Sirawai Central School, Barangay Sirawai Proper, Sirawai, Zamboanga del Norte",Sirawai CS,18000000,Found in masterlist,Region IX,Zamboanga del Norte,Zamboanga Del Norte 3rd,NULL,Deed of Donation (DOD),3- Accessible,60 x 18,YES
302381,"Construction of One (1) Unit, 3STY6CL in Sta. Justa National High School, Brgy. Sta. Justa, Municipality of Tibiao, Province of Antique.",Sta. Justa National High School,17500000,Found in masterlist,Region VI,Antique,Antique Lone,DOD,Tax Declaration (TD),4- Highly Accessible,NULL,YES
302522,"Construction of 1 Storey-5 Classroom Building, Leon National High School, Poblacion, Leon, Iloilo",Leon National High School,17500000,Found in masterlist,Region VI,Iloilo,Iloilo 2nd,WITH ADVERSE CLAIMS,Transfer Certificate of Title (TCT),4- Highly Accessible,15 x 46; 15x46,YES
116753,"Construction of 1 Storey-5 Classroom Building, San Jose Elementary School, San Jose, San Miguel, Iloilo",San Jose ES,17500000,Found in masterlist,Region VI,Iloilo,Iloilo 2nd,NULL,Deed of Donation (DOD),4- Highly Accessible,15 x 18,YES
302585,"Construction of 1 Storey-5 Classroom Building, Zarraga National High School, Zarraga, Iloilo",Zarraga National High School,17500000,Found in masterlist,Region VI,Iloilo,Iloilo 2nd,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,15x46,YES
105375,"Construction of 2STY4CL School Building, Bantug Elementary School, Barangay Bantug, Guimba, Nueva Ecija",Bantug Elementary School,17422000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Original Certificate of Title (OCT),4- Highly Accessible,29 x 7,YES
305948,"Construction of 2STY4CL School Building, Simimbaan High School, Barangay Simimbaan, Cuyapo, Nueva Ecija",Simimbaan High School,17422000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,25 x 15,YES
300814,"Construction of 2-Storey, 4-Classroom School Building, Julia Ortiz Luis National High School, Santo Domingo, Nueva Ecija",Julia Ortiz Luiz National High School,17038000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,24 X 8,YES
305136,Construction of 2 storey 4 classrooms at Buguias National High School ,Buguias National High School,17020000,Found in masterlist,CAR,Benguet,Benguet Lone,Deed of Donation (DOD),Contract of Usufruct/ Deed of Donation,3- Accessible,33 X 15,YES
137114,"Construction of 2-Storey, 4-Classroom School Building, Ayos Lomboy Elementary School, Guimba, Nueva Ecija",Ayos Lomboy Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,24 x 7,YES
501840,"Construction of 2-Storey, 4-Classroom School Building, Bunol Integrated School, Guimba, Nueva Ecija",Bunol Integrated School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,32 x 7,YES
105571,"Construction of 2-Storey, 4-Classroom School Building, Monic Elementary School, Nampicuan, Nueva Ecija",Monic Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,USUFRUCT,4- Highly Accessible,25x7,YES
137169,"Construction of 2-Storey, 4-Classroom School Building, Sta. Lucia Elementary School, Guimba, Nueva Ecija",Sta. Lucia Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),3- Accessible,10x6,YES
501822,"Construction of 2-Storey, 4-Classroom School Building, San Pascual Integrated School, Talavera, Nueva Ecija",San Pascual Integrated School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,27x7 JHS  40X6 ELEM  ,YES
105853,"Construction of 2-Storey, 4-Classroom School Building, Batitang Elementary School, Zaragoza, Nueva Ecija",Batitang Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,96m  60 m and 48x 60 m,YES
501823,"Construction of 2-Storey, 4-Classroom School Building, San Juan Integrated School, Aliaga, Nueva Ecija",San Juan Integrated School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,1. 33 x 12    ;    2.  24 x 24,YES
105268,"Construction of 2-Storey, 4-Classroom School Building, Curva Elementary School, Cuyapo, Nueva Ecija",Curva Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,40x9,YES
501857,"Construction of 2-Storey, 4-Classroom School Building, San Andres I Integrated School, Quezon, Nueva Ecija",San Andres I Integrated School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),3- Accessible,18 x 7,YES
105381,"Construction of 2-Storey, 4-Classroom School Building, Cawayang Bugtong Elementary School, Guimba, Nueva Ecija",Cawayang Bugtong Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,SP,Special Patent (SP),3- Accessible,28x7,YES
306829,"Construction of 2-Storey, 4-Classroom School Building, Macatcatuit High School, Guimba, Nueva Ecija",Macatcatuit High School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Sale (DOS),3- Accessible,1000 square meter,YES
300852,"Construction of 2-Storey, 4-Classroom School Building, Sibul National High School, Talavera, Nueva Ecija",Sibul National High School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,90ft.x 60ft.,YES
305834,"Construction of 2-Storey, 4-Classroom School Building, Talavera Senior High School, Talavera, Nueva Ecija",Talavera Senior High School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,100 METERS X 100 METERS,YES
306826,"Construction of 2-Storey, 4-Classroom School Building, Emilia Belmonte Acosta National High School, Zaragoza, Nueva Ecija",Emilia Belmonte Acosta National High School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,22 x 11,YES
105802,"Construction of 2-Storey, 4-Classroom School Building, San Jose Elementary School, Talavera, Nueva Ecija",San Jose Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Transfer Certificate of Title (TCT),3- Accessible,16x18 ,YES
105174,"Construction of 2-Storey, 4-Classroom School Building, Bucot Elementary School, Aliaga, Nueva Ecija",Bucot Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,1) 34 x 8;  2)30 x 11;  3) 37 x 19; 4) 235 x 40,YES
105625,"Construction of 2-Storey, 4-Classroom School Building, Ricardo L. Joson Elementary School, Quezon, Nueva Ecija",Ricardo L. Joson Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,25x20,YES
105810,"Construction of 2-Storey, 4-Classroom School Building, Bantug Elementary School, Talavera, Nueva Ecija",Bantug Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,27x10,YES
105857,"Construction of 2-Storey, 4-Classroom School Building, Don Cirilo B. Acosta Elementary School, Zaragoza, Nueva Ecija",Don Cirilo B. Acosta Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Deed of Sale (DOS),4- Highly Accessible,22 x 7,YES
105807,"Construction of 2-Storey, 4-Classroom School Building, Talavera North Elementary School, Talavera, Nueva Ecija",Talavera North Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,18x7,YES
105193,"Construction of 2-Storey, 4-Classroom School Building, Umangan Elementary School, Aliaga, Nueva Ecija",Umangan Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Deed of Donation (DOD),3- Accessible,40x10,YES
105263,"Construction of 2-Storey, 4-Classroom School Building, Cabileo Elementary School, Cuyapo, Nueva Ecija",Cabileo Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,USUFRUCT,4- Highly Accessible,35x 20,YES
105288,"Construction of 2-Storey, 4-Classroom School Building, Sabit Elementary School, Cuyapo, Nueva Ecija",Sabit Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,54 x 7,YES
300804,"Construction of 2-Storey, 4-Classroom School Building, Eduardo L. Joson Memorial High School, Quezon, Nueva Ecija",Eduardo L. Joson Memorial High School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,80 x 31,YES
105190,"Construction of 2-Storey, 4-Classroom School Building, Sto. Rosario Elementary School, Aliaga, Nueva Ecija",Sto. Rosario Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,27x29,YES
105823,"Construction of 2-Storey, 4-Classroom School Building, La Torre Elementary School, Talavera, Nueva Ecija",La Torre Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),3- Accessible,9x8,YES
105191,"Construction of 2-Storey, 4-Classroom School Building, Sto. Tomas Elementary School, Aliaga, Nueva Ecija",Sto. Tomas Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,20 X 60,YES
105484,"Construction of 2-Storey, 4-Classroom School Building, San Cristobal Elementary School, Licab, Nueva Ecija",San Cristobal Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,24 X 24,YES
105172,"Construction of 2-Storey, 4-Classroom School Building, Betes Elementary School, Aliaga, Nueva Ecija",Betes Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),3- Accessible,25x9,YES
105619,"Construction of 2-Storey, 4-Classroom School Building, Bertese Elementary School, Quezon, Nueva Ecija",Bertese Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Tax Declaration (TD),4- Highly Accessible,50 x 10,YES
502390,"Construction of 2-Storey, 4-Classroom School Building, Villaflores Integrated School, Cuyapo, Nueva Ecija",Villaflores Integrated School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,50.0 Meters x 100 Meters,YES
105786,"Construction of 2-Storey, 4-Classroom School Building, Sto. Domingo Central School, Sto. Domingo, Nueva Ecija",Sto. Domingo Central School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,22x 9,YES
105782,"Construction of 2-Storey, 4-Classroom School Building, San Fabian Elementary School, Sto. Domingo, Nueva Ecija",San Fabian Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,50x15,YES
105264,"Construction of 2-Storey, 4-Classroom School Building, Calancuasan Norte Elementary School, Cuyapo, Nueva Ecija",Calancuasan Norte Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),3- Accessible,100 x 30,YES
105188,"Construction of 2-Storey, 4-Classroom School Building, Santiago Elementary School, Aliaga, Nueva Ecija",Santiago Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,TD,Tax Declaration (TD),4- Highly Accessible,20 x 15,YES
106955,"Construction of 2-Storey, 4-Classroom School Building, San Marcelino Elementary School, Guimba, Nueva Ecija",San Marcelino Elementary School,17000000,Found in masterlist,Region III,Zambales,Zambales 1st,NULL,OCT-SP,4- Highly Accessible,55 X 10,YES
105276,"Construction of 2-Storey, 4-Classroom School Building, Gen. Luna Elementary School, Zaragoza, Nueva Ecija",Luna Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),3- Accessible,22x7,YES
105482,"Construction of 2-Storey, 4-Classroom School Building, Parson Elementary School, Licab, Nueva Ecija",Parson Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,7X9MTRS ,YES
105290,"Construction of 2-Storey, 4-Classroom School Building, Cuyapo East Central School, Cuyapo, Nueva Ecija",Cuyapo East Central School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Transfer Certificate of Title (TCT),3- Accessible,160sqm,YES
105262,"Construction of 2-Storey, 4-Classroom School Building, Cabatuan Elementary School, Cuyapo, Nueva Ecija",Cabatuan Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,USUFRUCT,4- Highly Accessible,40x15,YES
105387,"Construction of 2-Storey, 4-Classroom School Building, Guimba East Central School, Guimba, Nueva Ecija",Guimba East Central School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,TD,Tax Declaration (TD),4- Highly Accessible,60 x 40/  36 x 32,YES
105171,"Construction of 2-Storey, 4-Classroom School Building, Aliaga Central School, Aliaga, Nueva Ecija",Aliaga Central School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,USUFRUCT,4- Highly Accessible,22 X 7,YES
105294,"Construction of 2-Storey, 4-Classroom School Building, Sta. Clara Elementary School, Cuyapo, Nueva Ecija",Sta. Clara Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,54x7 meters,YES
105793,"Construction of 2-Storey, 4-Classroom School Building, Basang Hamog Elementary School, Talavera, Nueva Ecija",Basang Hamog Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),3- Accessible,16 x 20,YES
105801,"Construction of 2-Storey, 4-Classroom School Building, Sampaloc Elementary School, Talavera, Nueva Ecija",Sampaloc Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,28x12.70,YES
105781,"Construction of 2-Storey, 4-Classroom School Building, Villa Juan Elementary School, Sto. Domingo, Nueva Ecija",Villa Juan Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Original Certificate of Title (OCT),3- Accessible,21 x 8,YES
137194,"Construction of 2-Storey, 4-Classroom School Building, H. Romero Elementary School, Zaragoza, Nueva Ecija",H. ROMERO Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),3- Accessible,22 x 9,YES
105854,"Construction of 2-Storey, 4-Classroom School Building, Carmen Elementary School, Zaragoza, Nueva Ecija",Carmen Elementary School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,48 x 8   and 55 x 8,YES
306187,"Construction of 2-Storey, 4-Classroom School Building, Engr. Porfirio V. Reyes High School, Talavera, Nueva Ecija",Engr. Porfirio V. Reyes High School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Deed of Donation (DOD),3- Accessible,219.82 x 63.23,YES
105366,Costruction of School Building Two Storey Four Classroom in General Tinio East Central School,General Tinio Central School,17000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 4th,TD,Special Patent (SP),4- Highly Accessible,50 x 20,YES
302457,"Construction of School Building, Barotac Nuevo National Comprehensive High School, Barangay Ilaya Poblacion, Barotac Nuevo, Iloilo",Barotac Nuevo National Comprehensive High School,17000000,Found in masterlist,Region VI,Iloilo,Iloilo 4th,NULL,Deed of Donation (DOD),4- Highly Accessible,15x46; 15x37,YES
123128,"Construction of School Building, Mondragon I Central School, Mondragon, Northern Samar",Mondragon I Central School,17000000,Found in masterlist,Region VIII,Northern Samar,Northern Samar 1st,"TITLE
(MUNICIPALITY OF MONDRAGON)","TITLE
(MUNICIPALITY OF MONDRAGON)",4- Highly Accessible,50X15,YES
128780,"Construction of 2 STY 4 CL at Nueva Fuerza Elementary School, Nueva Fuerza, Tagum City",NUEVA FUERZA ELEMENTARY SCHOOL,16600000,Found in masterlist,Region XI,Tagum City,Davao Del Norte 1st,SP,Special Patent (SP),4- Highly Accessible,36m x 9.5m,YES
321003,"Construction of 4 classrooms, Rimos National High School",Rimos National High School,16500000,Found in masterlist,Region I,La Union,La Union 1st,DOS,Deed of Sale (DOS),4- Highly Accessible,15x35,YES
302349,"Construction of One (1) Unit, 2STY6CL in Buhang NHS, Brgy. Buhang, Municipality of Hamtic, Province of Antique.",Buhang NHS,16500000,Found in masterlist,Region VI,Antique,Antique Lone,NULL,Tax Declaration (TD),4- Highly Accessible,NULL,YES
100427,"Construction of  2 Stry-4 cl Ayudante Elementary School, Candon City, Ilocos Sur",Ayudante Elementary School,16000000,Found in masterlist,Region I,Candon City,Ilocos Sur 2nd,TD,Tax Declaration (TD),4- Highly Accessible,50x14,YES
300521,"Construction of 2-Storey 4-Classroom School Building in Alfreda Albano National High School, Brgy. Magassi, Cabagan, Isabela",Alfreda Albano National High School,16000000,Found in masterlist,Region II,Isabela,Isabela 1st,TD,Tax Declaration (TD),4- Highly Accessible,20X15,YES
300455,"New Construction of 2-storeys 4-classrooms at Don Mariano Marcos National High School, Echague, Isabela",Don Mariano Marcos NHS,16000000,Found in masterlist,Region II,Cagayan,Cagayan 1st,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,19 X 12,YES
300533,"New Construction of 2-storeys 4-classrooms at Dona Magdalena Gaffud High School, Echague, Isabela",Do?�a Magdalena Gaffud High School,16000000,Found in masterlist,Region II,Isabela,Isabela 6th,TCT / OCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
300532,"New Construction of 2-storeys 4-classrooms at Imelda R. Marcos High School, Echague, Isabela",Dona Josefa E. Marcos High School,16000000,Found in masterlist,Region II,Isabela,Isabela 4th,DOD,Tax Declaration (TD),4- Highly Accessible,27 x 13,YES
103334,"Construction of 2-storey 4-classroom in Gucab Elementary School, Echague, Isabela",Gucab Elementary School,16000000,Found in masterlist,Region II,Isabela,Isabela 6th,DOD,Tax Declaration (TD),3- Accessible,NULL,YES
500083,"Construction of 2-Storey 4-Classroom, Palawan Integrated School, San Guillermo, Isabela",Palawan Integrated School,16000000,Found in masterlist,Region II,Isabela,Isabela 6th,TCT DepEd,Transfer Certificate of Title (TCT),4- Highly Accessible,NULL,YES
300590,"Construction of 2-Storey 4-Classroom, San Guillermo Vocational and Industrial High School, San Guillermo, Isabela",San Guillermo Vocational & Industrial High School,16000000,Found in masterlist,Region II,Isabela,Isabela 6th,DOS,Deed of Donation (DOD),4- Highly Accessible,50 X 25,YES
500091,"Construction of 2-Storey 4-Classroom, Cebu Integrated School, San Isidro, Isabela",Cebu Integrated School,16000000,Found in masterlist,Region II,Isabela,Isabela 6th,TCT,Deed of Donation (DOD),3- Accessible,NULL,YES
300591,"Construction of 2-Storey 4-Classroom, San Isidro National High School, San Isidro, Isabela",San Isidro National High School,16000000,Found in masterlist,Region II,Isabela,Isabela 6th,NULL,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
104630,"Construction of two (2) storey four (4) classroom School Building, Kitang ES, Brgy Kitang, Limay, Bataan",Kitang ES,16000000,Found in masterlist,Region III,Bataan,Bataan 2nd,TD,Tax Declaration (TD),3- Accessible,NULL,YES
104548,"Region III Bataan 104548 PINAGSUMILAN ES BAGAC 3rd, 2STY/4CL",Pinagsumilan ES,16000000,Found in masterlist,Region III,Bataan,Bataan 3rd,TCT / OCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
106407,"Const. of New 1-Storey 4-Classroom in Pao Elementary School, Brgy. Sta Cruz, Concepcion Tarlac",Pao ES,16000000,Found in masterlist,Region III,Tarlac,Tarlac 3rd,NULL,Tax Declaration,4- Highly Accessible,29 x 13,YES
108520,"Malinao Ilaya ES, Brgy. Malinao Ilaya, Atimonan, Quezon",Malinao Ilaya ES,16000000,Found in masterlist,Region IV-A,Quezon,Quezon 4th,TCT / OCT,Original Certificate of Title (OCT),4- Highly Accessible,22x7,YES
308805,"Construction of Two (2) Storey Four (4) Classroom school building at Bagtingon National High School, Barangay Bagtingon, Buenavista, Marinduque",Bagtingon National High School,16000000,Found in masterlist,Region IV-B,Marinduque,Marinduque Lone,SP,Special Patent (SP),4- Highly Accessible,40x15,YES
309037,"Construction of 2-Storey 4 Classroom. Building at Bethel High School, Brgy. Bethel, Victoria, Oriental Mindoro",Bethel High School,16000000,Found in masterlist,Region IV-B,Oriental Mindoro,Oriental Mindoro 1st,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,70 x 15,YES
301853,"Construction of 2STY4CL School Building, Naga National High School, Tiwi, Albay",Naga National High School,16000000,Found in masterlist,Region V,Albay,Albay 1st,DOS,Deed of Sale (DOS),3- Accessible,NULL,YES
302515,Construction of 2-storey 4-classroom in Kirayan National High School,Kirayan NHS,16000000,Found in masterlist,Region VI,Iloilo,Iloilo 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,15 x 23,YES
302876," Tagbilaran City Science High School- Brgy. Mansasa, Tagbilaran City, Bohol
New Construction Two(2)-Story Builiding with Four(4) Classrooms",Tagbilaran City Science High School,16000000,Found in masterlist,Region VII,Tagbilaran City,Bohol 1st,DOD,Tax Declaration (TD),4- Highly Accessible,"15x33
15x42
15x42",YES
130239,"Construction of 1STY3CL with Solar Panels and Embankment in Dungo-an Elementary School, Brgy. Dungo-an, M'lang, Cotabato",Dungoan ES,16000000,Found in masterlist,Region XII,North Cotabato,North Cotabato 3rd,NULL,Deed of Donation (DOD),3- Accessible,30 x 9,YES
304924,"Construction of Unidad National High School 2 Stories 4 Classroom at Unidad, Cagwait, Surigao del Sur",Unidad National High School,16000000,Found in masterlist,CARAGA,Surigao del Sur,Surigao Del Sur 1st,SP,Original Certificate of Title (OCT),4- Highly Accessible,9.50m x 55.0m,YES
105524,"Construction of One (1) School Building (2-Storey 4-Classroom) at Parista Elementary School in Barangay Parista, Municipality of Lupao, Province of Nueva Ecija (School ID: 105524)",Parista Elementary School,15500000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 2nd,NULL,Deed of Donation (DOD),4- Highly Accessible,54 x 7,YES
105786,"Construction of One School Building (2-Storey 4-Classroom) at Sto. Domingo Central School in Barangay Malasin, Municipality of Santo Domingo, Province of Nueva Ecija (School ID: 105786)",Sto. Domingo Central School,15500000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,NULL,Tax Declaration (TD),4- Highly Accessible,22x 9,YES
105735,"Construction of One (1) School Building (2-Storey 4-Classroom) at Castellano Elementary School in Barangay Castellano, Municipality of San Leonardo, Province of Nueva Ecija (School ID: 105735)",Castellano Elementary School,15500000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 4th,NULL,Tax Declaration (TD),3- Accessible,72x16,YES
306181,2STY4CL Ana G. Yu National High School ALANGALANG Leyte 1St ,Ana G. Yu National High School,15500000,Found in masterlist,Region VIII,Leyte,Leyte 1st,NULL,Tax Declaration (TD),3- Accessible,25 x 12,YES
134989,"Construction of 2-Storey, 4-Classroom School Building, Bucay Central School, Bucay, Abra ",Bucay Central School,15300000,Found in masterlist,CAR,Abra,Abra Lone,Special Patent (SP),Special Patent (SP),3- Accessible,NULL,YES
300078,"Construction 2 Stry-4cl Santiago National High School Building, Santiago, Ilocos Sur",Santiago National High School,15000000,Found in masterlist,Region I,Ilocos Sur,Ilocos Sur 2nd,NULL,Tax Declaration (TD),4- Highly Accessible,50 X 20,YES
500482,"Lingsat Integrated School, Construction of School Building with 4 classrooms",Lingsat Integrated School,15000000,Found in masterlist,Region I,San Fernando City,La Union 1st,NULL,Tax Declaration (TD),4- Highly Accessible,60 x 12,YES
300095,"Bacnotan  National High School, Construction of School Building with 4 classrooms",Bacnotan National High School,15000000,Found in masterlist,Region I,La Union,La Union 1st,DOS,Deed of Sale (DOS),4- Highly Accessible,NULL,YES
501342,"Construction of 2-Storey, 4-Classroom School Building, Layugan Integrated School, Bucay, Abra ",Layugan Integrated School,15000000,Found in masterlist,CAR,Abra,Abra Lone,Original Certificate of Title (OCT),Original Certificate of Title (OCT),3- Accessible,NULL,YES
305281,Pines City National High School 4STY8CL,Pines City National High School,15000000,Found in masterlist,CAR,Baguio City,Baguio City Lone,NULL,Tax Declaration (TD),3- Accessible,37x10,YES
300568,"Construction of schoolbuilding, Quezon National High School",Quezon National High School,15000000,Found in masterlist,Region II,Isabela,Isabela 5th,DOD,Special Patent (SP),4- Highly Accessible,35 X 20,YES
103303,"Construction of 1-Storey 5-Classroom in Tuguegarao-Sto. Domingo Elementary School, Echague, Isabela",Tuguegarao-Sto. Domingo Elementary School,15000000,Found in masterlist,Region II,Isabela,Isabela 6th,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,25 X 15,YES
300530,Construction of School Building at Doña Aurora National High School (National ID 300530),Do?�a Aurora National High School,15000000,Found in masterlist,Region II,Isabela,Isabela 5th,DOD,Deed of Donation (DOD),4- Highly Accessible,50 x 13,YES
306058,Construction of School Building at Minagbag High School  (National ID 306058),Minagbag High School,15000000,Found in masterlist,Region II,Isabela,Isabela 5th,NULL,Tax Declaration (TD),3- Accessible,50 X 20,YES
